CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Zipcode
790141308,Existing Customer,44,M,2,College,Married,92736,Blue,37,5,3,1,8241.0,0,8241.0,17958
710770383,Existing Customer,53,F,2,Graduate,Married,50138,Blue,36,4,3,1,1438.3,582,856.3,17286
711351108,Existing Customer,44,F,3,High School,Unknown,14729,Blue,36,3,3,2,2608.0,1804,804.0,17642
713744058,Existing Customer,41,F,3,High School,Married,15162,Blue,36,6,2,3,2359.0,1509,850.0,17294
708998583,Existing Customer,47,F,4,Post-Graduate,Married,34273,Blue,39,6,2,2,1790.0,0,1790.0,18461
827451333,Attrited Customer,54,F,2,Uneducated,Married,33177,Blue,50,3,6,3,2247.0,0,2247.0,16721
714228558,Existing Customer,40,M,3,High School,Single,98894,Blue,36,5,3,3,3624.0,0,3624.0,17988
797668983,Existing Customer,42,F,4,Graduate,Married,38677,Blue,36,6,2,1,1438.3,0,1438.3,18113
713023158,Existing Customer,39,F,2,College,Married,45757,Blue,31,3,1,2,2901.0,2143,758.0,17982
709982658,Existing Customer,41,F,2,College,Married,12583,Blue,31,4,2,3,9759.0,2038,7721.0,17143
715398858,Existing Customer,57,F,3,Post-Graduate,Married,28841,Blue,36,4,3,2,2525.0,1203,1322.0,16664
715615233,Existing Customer,60,F,1,High School,Divorced,12129,Blue,48,5,3,3,2737.0,1812,925.0,16635
710650608,Existing Customer,51,M,2,Graduate,Married,84024,Blue,36,4,3,2,19262.0,1480,17782.0,18117
803214108,Existing Customer,33,F,0,High School,Single,54604,Blue,27,6,1,1,2252.0,1826,426.0,16641
717202083,Attrited Customer,46,M,2,Unknown,Single,89105,Blue,34,2,3,3,7077.0,0,7077.0,16823
719051733,Existing Customer,63,M,0,College,Single,72509,Blue,51,4,2,1,2706.0,889,1817.0,16712
789900633,Existing Customer,49,F,2,High School,Married,50162,Blue,40,5,3,2,3263.0,1522,1741.0,18797
789122808,Attrited Customer,41,F,4,College,Married,58922,Blue,29,5,2,3,3281.0,0,3281.0,16991
709902108,Existing Customer,51,M,2,High School,Married,108381,Blue,40,4,3,2,8169.0,794,7375.0,16552
713666058,Existing Customer,46,F,5,College,Divorced,46465,Blue,38,6,1,3,3276.0,1915,1361.0,17612
711453783,Existing Customer,41,F,3,Unknown,Single,1214,Blue,29,4,2,3,1966.0,1452,514.0,16417
778936008,Existing Customer,46,F,4,High School,Married,68534,Blue,30,3,1,3,5869.0,0,5869.0,17648
708085458,Existing Customer,34,F,2,Uneducated,Single,8519,Blue,24,6,2,2,1438.3,0,1438.3,18794
749067633,Existing Customer,45,F,2,Unknown,Married,7170,Blue,38,3,2,3,3682.0,0,3682.0,16775
716170308,Existing Customer,27,F,0,Graduate,Divorced,164228,Blue,36,5,1,0,13439.0,2003,11436.0,16633
711507783,Attrited Customer,54,F,2,Doctorate,Single,22629,Blue,42,3,4,3,1694.0,0,1694.0,17052
819752133,Existing Customer,41,M,2,High School,Divorced,87238,Blue,36,6,2,2,1636.0,986,650.0,18191
711061908,Existing Customer,48,F,1,Graduate,Married,5297,Blue,38,6,2,3,1449.0,749,700.0,18646
744231708,Existing Customer,45,F,2,Graduate,Married,2062,Blue,38,3,3,3,1513.0,788,725.0,18030
716856408,Attrited Customer,39,F,4,Graduate,Single,13430,Blue,28,5,2,4,1438.3,0,1438.3,17428
711780108,Existing Customer,46,F,4,Doctorate,Divorced,22732,Blue,38,4,3,2,4120.0,1578,2542.0,16232
715178733,Existing Customer,47,F,2,Unknown,Single,39902,Blue,41,5,3,1,2289.0,1611,678.0,17176
721418133,Existing Customer,45,F,3,Graduate,Single,9504,Blue,33,6,2,3,2016.0,972,1044.0,17994
720124758,Attrited Customer,49,M,3,Uneducated,Married,106298,Blue,40,5,4,3,2509.0,450,2059.0,16105
809068983,Existing Customer,40,F,2,Graduate,Married,735,Blue,35,3,1,3,3511.0,0,3511.0,18871
711052308,Existing Customer,45,M,3,Post-Graduate,Divorced,66903,Blue,37,6,3,3,2751.0,2432,319.0,16744
718967433,Existing Customer,34,F,2,High School,Divorced,8322,Blue,36,3,6,3,2426.0,0,2426.0,17195
709827933,Existing Customer,44,M,2,Graduate,Married,83951,Blue,36,3,3,2,12230.0,1196,11034.0,16932
787568433,Existing Customer,42,M,3,Graduate,Single,66845,Blue,33,3,1,3,7328.0,936,6392.0,16301
720256158,Existing Customer,47,F,2,High School,Married,184077,Blue,40,5,1,3,2264.0,0,2264.0,18812
715435758,Existing Customer,42,M,2,Graduate,Single,86316,Blue,36,3,1,3,3046.0,1231,1815.0,18280
719505483,Existing Customer,51,F,0,Uneducated,Married,167168,Blue,36,6,3,2,5881.0,0,5881.0,18300
721247883,Existing Customer,52,M,2,College,Married,98592,Blue,41,4,2,3,16207.0,922,15285.0,17861
772220433,Existing Customer,44,M,3,College,Unknown,76290,Blue,33,6,3,2,15468.0,1187,14281.0,16219
789692283,Existing Customer,47,F,5,College,Single,2479,Blue,34,4,3,2,5950.0,0,5950.0,17823
815091333,Existing Customer,48,F,3,Unknown,Married,31858,Blue,43,3,1,2,3119.0,2196,923.0,17036
778732158,Existing Customer,50,F,3,Uneducated,Unknown,5482,Blue,30,4,1,3,1507.0,0,1507.0,18037
715129233,Existing Customer,51,F,4,High School,Single,26980,Blue,36,6,3,3,2902.0,1634,1268.0,18666
714083208,Existing Customer,47,F,3,College,Married,33533,Blue,38,5,2,2,1585.0,1304,281.0,17437
716559108,Existing Customer,47,F,1,High School,Single,10416,Blue,36,6,2,3,2899.0,2418,481.0,17441
715102308,Existing Customer,50,F,2,Unknown,Married,40807,Blue,36,5,1,2,2295.0,1277,1018.0,18247
768814983,Existing Customer,39,F,2,Unknown,Married,32468,Blue,33,3,1,3,3251.0,1937,1314.0,16387
788744058,Existing Customer,48,F,2,High School,Married,99130,Blue,27,3,1,2,4009.0,1361,2648.0,16832
782802033,Attrited Customer,45,F,4,Unknown,Married,31491,Blue,39,3,2,2,3411.0,1472,1939.0,18297
708499608,Existing Customer,49,M,5,Post-Graduate,Single,48954,Silver,36,6,1,2,15525.0,1299,14226.0,16151
794947683,Existing Customer,35,F,4,Graduate,Single,37186,Blue,29,6,3,0,2118.0,1189,929.0,16584
716442333,Existing Customer,34,F,3,Graduate,Married,46911,Blue,25,6,2,2,2275.0,1468,807.0,18165
772189308,Existing Customer,59,F,1,College,Single,31438,Blue,48,5,2,0,2601.0,1888,713.0,16203
721529583,Existing Customer,52,M,3,High School,Single,81286,Blue,41,6,3,3,4642.0,2413,2229.0,16591
713578608,Existing Customer,58,M,0,Doctorate,Single,22836,Blue,46,6,4,3,1438.3,0,1438.3,17979
718976283,Existing Customer,51,F,2,Unknown,Single,2392,Blue,36,3,2,2,1858.0,1071,787.0,16984
711505308,Existing Customer,59,F,1,Graduate,Single,22117,Blue,52,5,3,3,2636.0,1619,1017.0,16964
711131958,Existing Customer,50,F,3,Doctorate,Single,43788,Blue,42,4,3,3,3743.0,881,2862.0,16740
714687858,Existing Customer,49,F,1,Graduate,Single,39187,Blue,41,6,1,3,1438.3,0,1438.3,18155
780289308,Attrited Customer,61,F,0,High School,Married,27712,Blue,47,1,3,4,4130.0,0,4130.0,17456
708504783,Existing Customer,47,M,3,Uneducated,Unknown,48071,Blue,36,3,3,3,10960.0,1333,9627.0,17029
778857108,Existing Customer,52,F,3,Post-Graduate,Married,41302,Blue,33,3,2,0,3900.0,0,3900.0,18515
756598833,Existing Customer,38,M,1,Uneducated,Married,9319,Blue,31,6,3,3,6236.0,1204,5032.0,17274
718748133,Existing Customer,34,F,3,Graduate,Single,91480,Blue,23,5,1,0,2591.0,0,2591.0,16185
714503433,Attrited Customer,57,F,2,Doctorate,Married,38858,Blue,36,1,3,3,1615.0,950,665.0,16727
710869008,Existing Customer,47,F,3,Graduate,Single,114290,Blue,36,5,1,2,8332.0,0,8332.0,17179
779643858,Existing Customer,55,F,1,Graduate,Married,9015,Blue,38,5,5,2,2033.0,1037,996.0,17423
715250583,Existing Customer,55,M,2,Unknown,Single,101403,Blue,48,3,2,3,8082.0,1138,6944.0,18858
714396558,Existing Customer,57,F,3,High School,Married,9068,Blue,51,6,2,3,1511.0,0,1511.0,17777
752766783,Existing Customer,43,F,4,Graduate,Divorced,42658,Blue,36,5,2,2,11536.0,2074,9462.0,16588
715532208,Existing Customer,65,F,1,High School,Single,34953,Blue,55,3,3,2,4010.0,1504,2506.0,18390
719130558,Existing Customer,55,F,2,Uneducated,Married,38831,Blue,44,5,2,3,1669.0,1000,669.0,17703
806232408,Existing Customer,54,F,3,Graduate,Married,158452,Blue,49,5,1,2,11905.0,0,11905.0,16097
715497558,Attrited Customer,44,F,1,College,Married,23002,Blue,36,6,3,3,3052.0,0,3052.0,18791
716303583,Existing Customer,55,F,2,Graduate,Unknown,37786,Blue,36,5,1,2,2712.0,1617,1095.0,16227
713522058,Existing Customer,39,F,0,College,Married,36112,Blue,30,3,2,3,1978.0,871,1107.0,16071
719074308,Existing Customer,37,F,3,College,Married,39205,Blue,27,4,2,0,1438.3,687,751.3,16332
711881733,Existing Customer,55,F,1,Graduate,Married,14112,Blue,46,3,3,3,1606.0,0,1606.0,18099
710310108,Existing Customer,46,F,1,Doctorate,Married,29423,Blue,29,3,3,2,2406.0,1705,701.0,16853
715814433,Existing Customer,44,M,4,Unknown,Single,85105,Blue,36,6,2,3,5877.0,1160,4717.0,17714
717252483,Attrited Customer,57,F,2,Graduate,Married,1376,Blue,41,3,3,3,2796.0,0,2796.0,17368
770874483,Existing Customer,54,F,1,Post-Graduate,Married,17659,Blue,40,4,1,2,2876.0,1267,1609.0,18455
719742108,Attrited Customer,38,F,1,High School,Single,22021,Blue,26,5,2,4,3554.0,0,3554.0,17296
711064008,Existing Customer,48,F,2,Unknown,Single,37847,Blue,36,4,3,2,9505.0,2390,7115.0,17054
717208833,Attrited Customer,34,F,3,High School,Single,13537,Blue,21,2,2,2,1576.0,0,1576.0,16245
709022883,Existing Customer,44,F,4,College,Married,37611,Blue,36,6,3,2,1438.3,0,1438.3,18388
713653983,Existing Customer,39,M,3,Uneducated,Single,74144,Blue,26,4,2,1,2973.0,1136,1837.0,16081
713463708,Attrited Customer,40,F,4,Graduate,Single,36336,Blue,25,4,2,3,1438.3,0,1438.3,18378
789143283,Existing Customer,41,F,1,Uneducated,Single,42259,Blue,30,4,2,3,5647.0,1175,4472.0,16425
778550583,Existing Customer,43,F,1,High School,Unknown,50543,Blue,35,6,3,2,1766.0,0,1766.0,17270
711181608,Existing Customer,50,F,2,Graduate,Unknown,4449,Blue,40,3,2,3,1606.0,0,1606.0,18587
711790308,Attrited Customer,54,F,0,High School,Unknown,3652,Blue,34,4,3,3,2223.0,632,1591.0,18201
779791908,Existing Customer,47,F,4,Post-Graduate,Single,48663,Blue,36,6,3,3,2896.0,0,2896.0,16259
789515283,Existing Customer,51,M,3,Graduate,Married,62889,Blue,43,6,1,3,2157.0,1494,663.0,16801
712046808,Attrited Customer,49,F,3,Doctorate,Divorced,46304,Blue,42,1,3,3,3802.0,1558,2244.0,18717
712169883,Existing Customer,43,M,1,College,Married,67007,Blue,36,3,3,2,13840.0,1079,12761.0,17220
712637283,Existing Customer,36,F,2,Unknown,Unknown,19616,Blue,28,6,1,2,2169.0,1602,567.0,17384
715555833,Existing Customer,47,F,3,Unknown,Single,22793,Blue,34,6,3,0,4862.0,0,4862.0,16892
708712833,Existing Customer,45,F,5,Graduate,Married,18018,Blue,36,4,1,2,2289.0,1037,1252.0,16161
717841683,Existing Customer,49,M,3,Unknown,Married,73881,Blue,36,6,1,3,22651.0,1085,21566.0,18621
708689958,Existing Customer,48,F,4,Unknown,Unknown,31033,Blue,36,4,3,2,2406.0,1744,662.0,16004
708888633,Attrited Customer,52,M,3,Doctorate,Married,100469,Blue,36,2,3,3,3022.0,895,2127.0,16759
721012983,Existing Customer,46,M,3,Doctorate,Married,92172,Blue,38,6,1,2,12935.0,1417,11518.0,17832
812406183,Attrited Customer,45,F,4,Unknown,Single,13914,Blue,40,5,4,3,1438.3,0,1438.3,17417
714595983,Attrited Customer,49,F,1,Uneducated,Married,58177,Blue,41,4,3,3,1438.3,522,916.3,18829
715725858,Existing Customer,43,F,3,Post-Graduate,Single,2874,Blue,26,6,2,2,2256.0,1346,910.0,17311
720270633,Attrited Customer,40,F,3,Graduate,Single,25286,Blue,36,5,3,1,1516.0,0,1516.0,16567
720269283,Existing Customer,48,F,3,Unknown,Unknown,42138,Blue,33,3,2,2,2485.0,1651,834.0,16795
710142258,Existing Customer,53,F,2,Unknown,Single,22286,Blue,36,5,2,2,1820.0,909,911.0,16950
708525108,Existing Customer,54,F,2,Graduate,Married,39169,Blue,47,4,3,3,2156.0,1134,1022.0,18093
709621008,Existing Customer,48,M,5,Post-Graduate,Single,77719,Blue,30,6,3,2,5826.0,1482,4344.0,16935
717181833,Existing Customer,39,F,1,Graduate,Single,27000,Silver,30,5,2,2,10190.0,891,9299.0,18599
711288558,Existing Customer,45,F,3,Graduate,Single,28604,Blue,28,5,2,2,2035.0,1174,861.0,17086
718653333,Attrited Customer,45,F,2,College,Single,33621,Blue,33,1,3,3,1833.0,0,1833.0,18650
766628733,Existing Customer,56,M,3,Uneducated,Single,77722,Blue,49,3,3,3,1623.0,0,1623.0,17146
711724083,Attrited Customer,27,F,0,Unknown,Single,7521,Blue,16,6,1,3,1835.0,1647,188.0,16125
719690733,Existing Customer,47,F,4,High School,Married,37768,Blue,40,4,2,2,4490.0,1989,2501.0,16304
770783508,Existing Customer,48,M,3,Graduate,Divorced,73336,Blue,34,6,3,2,11062.0,0,11062.0,16127
713422083,Attrited Customer,30,F,0,Graduate,Single,30184,Blue,36,5,3,3,1574.0,0,1574.0,18011
718026858,Existing Customer,52,F,2,College,Single,16286,Blue,36,3,2,2,2370.0,1490,880.0,17534
716028108,Existing Customer,35,F,2,College,Single,208,Blue,18,6,2,0,2658.0,0,2658.0,18886
712222758,Attrited Customer,38,F,3,Graduate,Married,28509,Blue,36,3,2,3,2300.0,0,2300.0,18985
718436133,Existing Customer,44,F,2,Graduate,Single,4464,Blue,36,5,2,3,2368.0,1244,1124.0,17140
719313633,Existing Customer,53,F,0,High School,Married,42071,Blue,36,6,2,3,2883.0,1936,947.0,18372
814586958,Existing Customer,43,F,2,College,Divorced,169125,Blue,38,4,3,2,3264.0,2042,1222.0,18680
804344733,Existing Customer,46,F,3,Unknown,Single,34028,Blue,41,3,2,2,1937.0,916,1021.0,16097
717166383,Existing Customer,40,F,4,Unknown,Married,40853,Blue,30,5,2,2,2166.0,1465,701.0,16292
713060283,Existing Customer,43,F,5,Graduate,Married,44119,Blue,34,5,1,3,7135.0,1164,5971.0,18811
713070033,Existing Customer,56,F,2,Graduate,Single,30488,Blue,43,5,3,2,1438.3,787,651.3,18643
793625583,Existing Customer,48,F,3,High School,Single,48853,Blue,42,6,1,1,3743.0,2090,1653.0,17935
713918358,Existing Customer,31,F,0,Uneducated,Divorced,170793,Blue,36,6,3,1,5190.0,1682,3508.0,18396
714308283,Existing Customer,41,M,2,Doctorate,Married,44188,Blue,32,5,3,3,6059.0,1171,4888.0,18931
714086133,Existing Customer,47,F,4,Uneducated,Single,39757,Blue,36,4,2,3,2577.0,1450,1127.0,18718
718872858,Existing Customer,43,F,2,High School,Married,17741,Blue,36,5,1,3,3761.0,2121,1640.0,16634
718148358,Attrited Customer,50,F,3,High School,Married,26586,Blue,36,2,3,3,1572.0,0,1572.0,17043
709665783,Existing Customer,39,F,1,Unknown,Married,58807,Blue,36,3,1,1,1637.0,0,1637.0,18284
708483708,Existing Customer,51,M,2,Unknown,Married,157344,Blue,36,5,3,2,28600.0,0,28600.0,17249
715347783,Existing Customer,40,M,4,High School,Married,31068,Blue,35,3,3,1,4402.0,1524,2878.0,18048
709054083,Existing Customer,50,F,1,Graduate,Unknown,38787,Blue,32,6,1,3,2652.0,1911,741.0,18276
807915408,Existing Customer,41,F,2,College,Married,51637,Blue,36,6,2,3,6602.0,0,6602.0,18600
794507133,Attrited Customer,37,F,2,Doctorate,Single,48686,Blue,18,4,1,3,1900.0,0,1900.0,16716
712569408,Existing Customer,56,F,4,Doctorate,Single,50868,Blue,44,4,2,3,3455.0,1385,2070.0,16913
788805108,Existing Customer,47,M,3,High School,Single,72205,Blue,30,5,3,3,18123.0,1775,16348.0,17736
710150208,Existing Customer,44,F,4,Post-Graduate,Divorced,27669,Blue,26,4,1,3,2295.0,1250,1045.0,17706
711825558,Existing Customer,38,M,3,Graduate,Married,105605,Blue,19,5,2,2,1518.0,1115,403.0,18955
712891833,Existing Customer,45,F,2,Graduate,Unknown,13802,Blue,36,3,1,1,2723.0,1902,821.0,18593
719680908,Existing Customer,47,F,0,College,Married,26507,Blue,27,3,1,3,1776.0,691,1085.0,16901
801053208,Existing Customer,39,F,3,High School,Married,23247,Blue,33,3,3,1,1968.0,1270,698.0,18933
758642733,Existing Customer,48,F,1,Graduate,Single,2896,Blue,41,5,1,1,1860.0,1054,806.0,17830
771201408,Existing Customer,53,F,3,Graduate,Divorced,2969,Blue,40,3,2,3,2684.0,2126,558.0,16602
789523683,Existing Customer,51,F,2,Graduate,Single,44931,Blue,43,3,1,3,2180.0,1865,315.0,17886
767266758,Attrited Customer,41,F,2,High School,Single,23589,Blue,34,1,3,4,1661.0,0,1661.0,18771
713732883,Existing Customer,38,F,0,Uneducated,Single,18168,Blue,36,4,1,2,1679.0,0,1679.0,17111
720739083,Attrited Customer,36,F,2,Post-Graduate,Married,7018,Blue,25,5,2,3,1691.0,0,1691.0,18990
718010133,Existing Customer,46,F,2,Post-Graduate,Single,28130,Blue,35,4,2,3,2888.0,1641,1247.0,17415
771518658,Existing Customer,58,F,1,High School,Married,59220,Blue,46,5,3,1,1871.0,1339,532.0,18705
710508858,Existing Customer,44,F,2,High School,Unknown,33496,Blue,34,5,1,3,3226.0,2517,709.0,16112
772590408,Existing Customer,41,M,5,Unknown,Married,112946,Blue,31,3,3,1,12114.0,1379,10735.0,17544
719334408,Existing Customer,42,F,3,Post-Graduate,Married,10620,Blue,36,6,3,1,4959.0,1483,3476.0,16555
717500133,Existing Customer,42,M,4,Uneducated,Single,108179,Blue,36,3,2,3,10374.0,599,9775.0,17865
720988083,Existing Customer,45,F,1,Uneducated,Married,29046,Blue,35,3,3,2,1438.3,1080,358.3,16898
713594883,Attrited Customer,44,F,2,Uneducated,Single,95486,Blue,32,5,3,3,1486.0,849,637.0,18206
719848908,Existing Customer,41,F,3,Graduate,Married,133238,Blue,33,3,3,3,2542.0,0,2542.0,18812
714962658,Attrited Customer,35,M,2,Unknown,Single,30471,Blue,36,5,3,3,1931.0,0,1931.0,16423
717429258,Attrited Customer,48,F,3,Doctorate,Single,6834,Blue,39,3,3,4,1644.0,500,1144.0,18594
717022533,Existing Customer,43,F,2,Post-Graduate,Single,49787,Blue,36,4,1,3,2283.0,0,2283.0,16530
710853033,Existing Customer,36,F,1,Doctorate,Unknown,37780,Blue,36,3,2,2,4943.0,1204,3739.0,17996
709548783,Attrited Customer,44,M,2,Doctorate,Unknown,41787,Blue,36,5,3,4,1438.3,0,1438.3,17600
780055308,Existing Customer,43,F,3,College,Single,22068,Blue,28,3,1,3,1438.3,0,1438.3,17964
714252933,Existing Customer,52,F,2,College,Divorced,5346,Blue,45,4,2,3,1438.3,0,1438.3,17261
713336883,Attrited Customer,61,F,0,High School,Single,30347,Blue,36,4,3,4,1760.0,0,1760.0,16693
713119308,Existing Customer,50,F,3,Unknown,Single,1308,Blue,39,4,4,3,1852.0,0,1852.0,18124
710815608,Existing Customer,43,M,2,High School,Married,69714,Blue,25,3,2,3,2049.0,1530,519.0,16724
809626983,Attrited Customer,48,F,3,High School,Married,24908,Blue,43,3,3,3,1670.0,0,1670.0,17902
803398983,Existing Customer,35,F,3,Unknown,Divorced,7559,Blue,29,4,2,3,1511.0,864,647.0,18918
717568308,Existing Customer,39,M,1,Unknown,Single,107599,Blue,36,4,2,1,6018.0,0,6018.0,18290
711694083,Existing Customer,59,F,0,Post-Graduate,Single,5832,Blue,48,4,2,2,3030.0,1251,1779.0,17228
712258308,Existing Customer,58,F,4,High School,Single,2728,Blue,39,3,1,3,2755.0,1483,1272.0,17349
713884458,Existing Customer,51,M,4,High School,Single,88510,Blue,37,6,2,2,8783.0,2142,6641.0,17540
716160708,Existing Customer,64,M,1,Graduate,Single,25785,Blue,36,4,3,1,1861.0,1677,184.0,18418
772728933,Attrited Customer,50,M,2,High School,Married,146074,Blue,40,6,4,3,13709.0,813,12896.0,16325
815320383,Attrited Customer,46,F,3,Unknown,Unknown,12961,Blue,41,5,3,2,4710.0,0,4710.0,18543
712117983,Existing Customer,49,M,4,Graduate,Married,119057,Blue,39,6,3,2,17285.0,1853,15432.0,16076
788694558,Existing Customer,53,F,3,Uneducated,Single,685,Blue,40,5,2,3,1438.3,661,777.3,18849
709275558,Existing Customer,54,M,2,Graduate,Single,67335,Blue,44,6,3,2,7866.0,0,7866.0,16015
711216933,Existing Customer,42,F,1,High School,Married,12432,Blue,36,4,3,1,2190.0,1299,891.0,18214
717069033,Existing Customer,43,F,4,Graduate,Married,35463,Blue,30,4,1,3,4829.0,1153,3676.0,16641
714992733,Existing Customer,46,M,3,Graduate,Divorced,104005,Blue,36,5,1,1,3210.0,2081,1129.0,18880
809445858,Existing Customer,38,F,0,Graduate,Single,24269,Blue,32,6,3,3,1755.0,750,1005.0,16964
708859158,Existing Customer,47,F,4,Graduate,Single,41293,Blue,37,4,1,1,1438.3,703,735.3,17118
710040483,Existing Customer,37,M,3,Uneducated,Unknown,74824,Blue,26,6,2,1,14485.0,2124,12361.0,18920
714667608,Existing Customer,47,M,5,Post-Graduate,Married,48403,Blue,36,4,3,2,6043.0,0,6043.0,18422
714475908,Attrited Customer,43,M,2,Uneducated,Single,74878,Blue,35,5,3,2,6348.0,0,6348.0,16000
713656308,Existing Customer,56,F,0,High School,Married,7303,Blue,48,3,3,1,1438.3,0,1438.3,18701
716790633,Attrited Customer,43,M,3,Graduate,Married,65872,Blue,36,4,2,3,17239.0,0,17239.0,16998
716127333,Attrited Customer,45,F,3,Graduate,Married,127069,Blue,36,5,2,3,18432.0,484,17948.0,17277
713017758,Existing Customer,47,F,1,Uneducated,Single,3355,Blue,32,6,2,2,1636.0,1135,501.0,18738
717893358,Existing Customer,43,F,3,Graduate,Married,97199,Blue,33,6,1,3,7951.0,1456,6495.0,18671
780032208,Attrited Customer,44,M,3,Graduate,Married,76581,Blue,34,5,3,3,14201.0,0,14201.0,18040
720219633,Existing Customer,52,F,0,Graduate,Unknown,45104,Blue,42,4,3,2,2723.0,1544,1179.0,17851
711676008,Existing Customer,52,F,1,Graduate,Single,21492,Blue,44,5,2,2,2019.0,991,1028.0,17033
714192033,Existing Customer,43,F,3,High School,Single,160065,Blue,25,5,1,2,10305.0,1870,8435.0,18662
713442933,Existing Customer,49,M,3,Unknown,Married,42864,Blue,32,4,3,3,3114.0,2208,906.0,17337
789052308,Attrited Customer,40,M,3,Graduate,Unknown,45239,Blue,28,6,2,2,4323.0,0,4323.0,16758
714948858,Attrited Customer,50,F,2,Unknown,Single,11150,Blue,36,3,2,2,3647.0,2517,1130.0,16584
711772983,Existing Customer,43,M,2,High School,Single,60881,Blue,35,5,2,2,1849.0,1293,556.0,16815
802937058,Existing Customer,53,M,1,Graduate,Married,104193,Blue,47,3,3,1,2540.0,1859,681.0,18593
712493058,Existing Customer,42,F,5,High School,Single,131078,Blue,31,6,3,2,4972.0,0,4972.0,17697
718808883,Existing Customer,55,F,2,Graduate,Single,32825,Silver,47,3,3,1,13565.0,0,13565.0,18033
719685408,Attrited Customer,40,M,2,Uneducated,Married,61966,Blue,29,3,2,2,6332.0,318,6014.0,16112
708829758,Existing Customer,41,M,2,High School,Married,73923,Blue,36,4,3,2,6062.0,761,5301.0,17591
710792733,Existing Customer,47,F,3,Post-Graduate,Married,39426,Blue,29,4,2,2,2897.0,638,2259.0,18036
716838633,Existing Customer,46,M,4,High School,Single,67851,Blue,36,4,5,0,13407.0,1341,12066.0,16892
714041283,Existing Customer,50,F,2,Graduate,Single,45039,Blue,40,5,2,2,6610.0,1663,4947.0,16702
710284233,Attrited Customer,33,M,4,Uneducated,Married,102930,Blue,36,5,3,4,1438.3,0,1438.3,16279
752944533,Existing Customer,45,F,5,High School,Married,15191,Blue,34,4,1,2,2030.0,1269,761.0,17470
713312208,Attrited Customer,53,M,1,High School,Married,55503,Blue,43,1,2,3,3146.0,0,3146.0,17462
804045933,Existing Customer,36,M,0,Graduate,Married,119010,Blue,30,5,3,2,5302.0,2414,2888.0,18583
716662683,Existing Customer,55,F,2,Unknown,Single,524,Blue,45,6,2,3,3185.0,1820,1365.0,16308
713432508,Existing Customer,42,F,3,Post-Graduate,Married,15619,Blue,36,4,3,2,4328.0,1749,2579.0,18066
799475658,Existing Customer,51,F,3,Uneducated,Married,7677,Blue,45,3,3,3,2238.0,1300,938.0,16874
719849958,Existing Customer,44,F,4,Graduate,Single,30837,Blue,36,4,3,3,2658.0,1884,774.0,18497
715803933,Existing Customer,47,M,1,Post-Graduate,Single,77491,Blue,36,4,2,2,9090.0,1371,7719.0,16250
779486433,Existing Customer,46,F,5,Unknown,Single,28092,Blue,28,3,2,3,2424.0,2169,255.0,17724
708281433,Existing Customer,57,F,2,Graduate,Married,20033,Blue,36,5,1,3,1438.3,0,1438.3,18948
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,22673,Blue,27,4,3,3,1438.3,0,1438.3,18809
721306908,Existing Customer,61,F,1,Graduate,Single,182100,Blue,44,4,3,2,2303.0,540,1763.0,17773
713964858,Existing Customer,51,M,2,Graduate,Divorced,144933,Blue,41,4,2,3,2792.0,887,1905.0,16443
717545808,Existing Customer,44,F,4,Post-Graduate,Single,246,Blue,32,3,1,2,2900.0,1987,913.0,18176
771232533,Existing Customer,46,F,2,Graduate,Married,16271,Blue,33,3,3,3,2267.0,1283,984.0,16770
710883483,Existing Customer,52,F,1,Graduate,Married,53157,Blue,34,3,3,3,4189.0,2066,2123.0,17166
801715383,Attrited Customer,45,M,4,Graduate,Married,61200,Blue,39,6,3,2,12890.0,0,12890.0,18274
719594433,Existing Customer,35,F,2,Graduate,Single,102313,Blue,26,6,1,2,3269.0,1434,1835.0,16637
716310633,Existing Customer,59,F,1,Post-Graduate,Single,1428,Blue,36,6,2,2,2759.0,2481,278.0,17490
714188883,Attrited Customer,46,F,5,Doctorate,Single,24363,Blue,37,3,2,2,1787.0,0,1787.0,18170
772437633,Existing Customer,43,M,3,Graduate,Single,72802,Blue,33,4,2,3,6854.0,0,6854.0,16394
708536283,Attrited Customer,35,M,1,Doctorate,Single,93392,Blue,27,3,2,2,2904.0,2517,387.0,17605
772569033,Existing Customer,44,M,0,High School,Divorced,114397,Blue,34,5,2,2,5293.0,1236,4057.0,17977
714443883,Existing Customer,57,F,3,Graduate,Married,30446,Blue,49,4,2,1,1781.0,0,1781.0,18923
710369658,Existing Customer,50,M,3,Unknown,Married,75095,Blue,36,4,3,2,3276.0,2353,923.0,17145
788440083,Existing Customer,55,M,2,Uneducated,Single,63234,Silver,48,5,3,3,34516.0,1384,33132.0,17023
773332908,Existing Customer,48,M,4,High School,Unknown,66898,Blue,30,3,3,2,14670.0,1900,12770.0,16237
709307808,Attrited Customer,59,F,2,High School,Married,46868,Blue,36,3,3,3,4375.0,0,4375.0,18370
712507758,Existing Customer,36,F,2,College,Unknown,171076,Blue,24,6,3,3,3448.0,1903,1545.0,17939
